name,brand,price,ratings,specs_score,os,processor,ram_size,ram_type,storage,graphics,screen_size,resoultion,cores,threads,warranty_months
Lenovo LOQ â€Ž15ARP9 83JC00GDIN AI Gaming Laptop (AMD Ryzen 7 7435HS/ 24GB/ 512GB SSD/ Win11/ 4GB RTX 3050A Graph),Lenovo,71290,"4,55",70.0,Windows 11 OS,7th Gen AMD Ryzen 7 7435HS,4 GB,DDR5,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 A,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
Asus TUF Gaming F16 FX688JPR-QT043WS Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB RTX 5070 8GB Graphics),Asus,169990,"4,2",60.69506172839506,Windows 11 OS,14th Gen Intel Core i7 14650HX,32 GB,DDR5,1 TB SSD,8 GB NVIDIA GeForce RTX 5070,16 inches,2560 x 1600 pixels,16 Cores (8P + 8E), 24 Threads,12.0
HP Victus 15-fb0185AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,51990,"4,5",68.0,Windows 11 OS,5th Gen AMD Ryzen 5 5600H,8 GB,DDR4,512 GB SSD,4 GB AMD Radeon RX 6500M,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
HP 15-fd0574TU Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),HP,39990,"4,7",55.0,Windows 11 OS,13th Gen Intel Core i3 1315U,16 GB,DDR4,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,12.0
Asus Expertbook P1 P1503CVA-S70611WS Laptop (13th Gen Core i5/ 16GB/ 512GB/ Win11),Asus,51990,"4,7",56.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR5,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,12.0
Apple MacBook Air 2025 15 Laptop (Apple M4/ 16GB/ 512GB SSD/ MacOS),Apple,138490,"4,6",50.0,Mac OS,Apple M4,16 GB,Standard,512 GB SSD,Apple 10 Core GPU,15.3 inches,2880 x 1864 pixels,10 Cores (4P + 6E), 12 Threads,12.0
Acer Aspire 3 A311-45 UN.354SI.002 Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11),Acer,17990,"4,65",60.69506172839506,Windows 11 OS,Intel Celeron N4500,8 GB,DDR4,512 GB SSD,Intel Integrated UHD,15.6 inches,1366 x 768 pixels,Dual Core, 2 Threads,12.0
Acer Nitro V ANV15-41 NH.QPFSI.006 Gaming Laptop (AMD Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win11/ 6GB RTX3050 Graph),Acer,59999,"4,2",62.0,Windows 11 OS,6th Gen AMD Ryzen 5 6600H,16 GB,DDR5,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Acer Aspire Lite 15 AL15-52H Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11),Acer,48990,"4,4",55.0,Windows 11 OS,12th Gen Intel Core i5 12450H,12 GB,DDR4,512 GB SSD,Intel UHD,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,12.0
Asus TUF Gaming A15 FA507NUR-LP082W Gaming Laptop (AMD Ryzen 7 7435HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Asus,83990,"4,55",73.0,Windows 11 OS,7th Gen AMD Ryzen 7 7435HS,16 GB,DDR5,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
Lenovo V15 G4 â€Ž83CQ0006IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,29980,"4,55",54.0,Windows 11 OS,7th Gen AMD Ryzen 3 7320U,8 GB,LPDDR5,512 GB SSD,Integrated AMD Radeon 610M,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
Acer Aspire 3 A324-51 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Acer,27990,"4,1",51.0,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB,DDR4,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,12.0
Dell Inspiron 3530 OIN353034071RINS1M Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Dell,48600,"4,05",54.0,Windows 11 OS,13th Gen Intel Core i5 1334U,16 GB,DDR4,512 GB SSD,Intel Integrated,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,12.0
Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 3 5300U/ 16GB/ 512GB SSD/ Win11),Acer,28990,"4,25",55.0,Windows 11 OS,5th Gen AMD Ryzen 3 5300U,16 GB,DDR4,512 GB SSD,AMD Graphics,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
HP Victus15-fb0147AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,48890,"4,7",57.0,Windows 11 OS,5th Gen AMD Ryzen 5 5600H,8 GB,DDR4,512 GB SSD,4 GB AMD Radeon RX 6500M,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Asus TUF Gaming F15  FX506HF-HN075W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,48990,"4,4",62.0,Windows 11 OS,11th Gen Intel Core i5 11260H,8 GB,DDR4,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),MSI,41990,"4,55",59.0,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,16 GB,DDR4,512 GB SSD,AMD Radeon,14 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
HP ZBook Power 16 inch G11 Mobile Workstation Laptop (Intel Core Ultra 7 165H/ 16GB/ 1TB SSD/ Win11/ 6GB Graphics),HP,184999,"4,65",74.0,Windows 11 OS,Intel Core Ultra 7 Series 1 165H,16 GB,DDR5,1 TB SSD,6 GB NVIDIA RTX A1000,16 inches,1920 x 1200 pixels,16 Cores (6P + 8E + 2LP-E), 22 Threads,12.0
HP Probook 440 G11 Laptop (Intel Core Ultra 5 125U/ 16GB/ 512GB SSD/ Win11),HP,73900,4,51.0,Windows 11 OS,Intel Core Ultra 5 Series 1 125U,16 GB,Standard,512 GB SSD,Intel Graphics,14 inches,1920 x 1080 pixels,12 Cores (2P + 8E + 2LP-E), 14 Threads,12.0
HP 15-fc0499AU  Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),HP,32499,"4,55",60.69506172839506,Windows 11 OS,7th Gen AMD Ryzen 3 7320U,8 GB,Standard,512 GB SSD,AMD Radeon,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
Dell DC15255 Laptop (AMD Ryzen 5-7530U/ 16GB/ 512GB SSD/ Win11),Dell,43990,"4,25",60.69506172839506,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,16 GB,DDR4,512 GB SSD,AMD Radeon 610M,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Acer TravelLite TL04-51M Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Acer,37990,"4,6",52.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB,Standard,512 GB SSD,Intel Iris Xe,14 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,12.0
Samsung Galaxy Book 4 NP754XGQ-LS1IN Laptop (Intel Core 5 Processor 120U/ 16GB/ 512GB SSD/ Linux),Samsung,47490,"4,65",51.0,Linux OS,Intel Core 5 Processor Series 1 120U,16 GB,LPDDR4X,512 GB SSD,Intel Graphics,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,12.0
Lenovo LOQ 2025 15IRX10 83JE00U4IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 5060),Lenovo,121870,4,71.0,Windows 11 OS,13th Gen Intel Core i7 13700HX,16 GB,DDR5,1 TB SSD,8 GB NVIDIA GeForce RTX 5060,15.6 inches,1920 x 1080 pixels,16 Cores (8P + 8E), 24 Threads,12.0
Lenovo V14 83A000L5RK Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,33560,"4,35",59.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Intel Integrated UHD,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,12.0
HP Victus 15-fa2103tx Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB RTX4050),HP,85990,"4,45",66.0,Windows 11 OS,13th Gen Intel Core i7 13620H,16 GB,DDR4,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,12.0
Acer Nitro V 15 ANV15-41 (AMD Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win 11/ 6GB RTX 4050),Acer,72990,"4,6",60.0,Windows 11 OS,6th Gen AMD Ryzen 5 6600H,16 GB,DDR5,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Asus Vivobook 15 2025 X1504VA-NJ3700WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,34990,4,52.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,12.0
Acer Aspire 3 A325-53 15 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Acer,31400,"4,2",54.0,Windows 11 OS,13th Gen Intel Core i3 1305U,16 GB,DDR4,512 GB SSD,Intel UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 6 Threads,12.0
Lenovo LOQ 2025 15IRX10 83JE00U5IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 5060),Lenovo,133970,"4,1",78.0,Windows 11 OS,14th Gen Intel Core i7 14700HX,16 GB,DDR5,1 TB SSD,8 GB NVIDIA GeForce RTX 5060,15.6 inches,1920 x 1080 pixels,20 Cores (8P + 12E), 28 Threads,12.0
Acer TravelLite TL04-41M  Laptop (MD Ryzen 5 7430U/ 8GB/ 512GB SSD/ Win11),Acer,32990,"4,2",50.0,Windows 11 OS,7th Gen AMD Ryzen 5 7430U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon Graphics,14 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Samsung Galaxy Book 5 np750xhd-kd1in Laptop (Intel Core Ultra 5 225U/ 16GB/ 512GB SSD/ Win11),Samsung,77990,"4,2",54.0,Windows 11 OS,Intel Core Ultra 5 Series 2 225U,16 GB,LPDDR5X,512 GB SSD,Intel Graphics,15.6 inches,1920 x 1080 pixels,12 Cores (4P + 8E), 12 Threads,12.0
Infinix XBOOK B15 Series BL51A5 Laptop (AMD Ryzen 7 5825U/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,69990,"4,4",64.0,Windows 11 OS,5th Gen AMD Ryzen 7 5825U,16 GB,DDR4,512 GB SSD,AMD Radeon,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
Infinix XBOOK B15 Series BL51A5 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,32990,"4,7",62.0,Windows 11 OS,5th Gen AMD Ryzen 5 5500U,16 GB,DDR4,512 GB SSD,AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Asus TUF Gaming A16 FA607NUG-RL189WS Gaming Laptop (AMD Ryzen 7 7445HS/ 16GB / 1TB SSD/ Win11 / 6GB Graph),Asus,89990,"4,5",64.0,Windows 11 OS,AMD Ryzen 7 7445HS,16 GB,DDR5,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,16 inches,1920 x 1200 pixels,Hexa Core, 12 Threads,12.0
HP Victus 15-fa2191TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 3050),HP,65999,"4,45",63.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR4,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 A,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,12.0
HP Victus 15-fb3185AX Gaming Laptop (AMD Ryzen 7 260/ 24GB/ 1TB SSD/ Win11/ 8GB Graph),HP,100990,"4,5",70.0,Windows 11 OS,AMD Ryzen 7 260,4 GB,DDR5,1 TB SSD,8 GB NVIDIA GeForce RTX 5050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
MSI Katana 15 HX B14WEK-437IN Gaming Laptop (14th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB RTX 5050 Graph),MSI,99990,"4,2",74.0,Windows 11 OS,14th Gen Intel Core i7 14650HX,16 GB,DDR5,512 GB SSD,8 GB NVIDIA GeForce RTX 5050,15.6 inches,1920 x 1080 pixels,16 Cores (8P + 8E), 24 Threads,12.0
HP Omen 16-am0241TX Gaming Laptop (14th Gen Core i7/ 24GB/ 1TB SSD/ Win11/ 8GB RTX 5050 Graph),HP,137990,"4,1",78.0,Windows 11 OS,14th Gen Intel Core i7 14650HX,4 GB,DDR5,1 TB SSD,8 GB NVIDIA GeForce RTX 5050,16.1 inches,1920 x 1200 pixels,16 Cores (8P + 8E), 24 Threads,12.0
HP Victus 15-fa2309TX Gaming Laptop (13th Gen Core i7/ 24GB/ 1TB SSD/ Win 11/ 8GB RTX 5050 Graphics),HP,102990,"4,7",70.0,Windows 11 OS,13th Gen Intel Core i7 13620H,4 GB,DDR5,1 TB SSD,8 GB NVIDIA GeForce RTX 5050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,12.0
Asus ROG Strix G16 G615LM-S5128WS Gaming Laptop (Intel Core Ultra 9 275HX / 16GB/ 1TB SSD/ Win11/ 8GB RTX 5060 Graphics),Asus,184990,"4,4",60.69506172839506,Windows 11 OS,Intel Core Ultra 9 275HX,16 GB,DDR5,1 TB SSD,8 GB NVIDIA GeForce RTX 5060,16 inches,2560 x 1600 pixels,24 Cores (8P + 16E), 24 Threads,12.0
Asus TUF Gaming F16 FX608JMR-RV049WS Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 5060-8GB Graphics),Asus,139990,"4,25",79.0,Windows 11 OS,14th Gen Intel Core i7 14650HX,16 GB,DDR5,1 TB SSD,8 GB NVIDIA GeForce RTX 5060,16 inches,1920 x 1200 pixels,16 Cores (8P + 8E), 24 Threads,12.0
Acer Aspire 15 AS15-42 UN.35MSI.004 Laptop (AMD Ryzen 5 7430U/ 16GB/ 1TB SSD/ Win11),Acer,39990,"4,1",59.0,Windows 11 OS,7th Gen AMD Ryzen 5 7430U,16 GB,DDR4,1 TB SSD,AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Asus Vivobook 16X K3605VC-RP412W Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB RTX3050),Asus,65985,"4,7",62.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR4,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,16 inches,1920 x 1200 pixels,Octa Core (4P + 4E), 12 Threads,12.0
HP 15-fd1255TU Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win11 Home),HP,64990,"4,45",59.0,Windows 11 OS,Intel Core Ultra 5 Series 1 125H,16 GB,DDR5,1 TB SSD,Intel Integrated,15.6 inches,1920 x 1080 pixels,14 Cores (4P + 8E + 2LP-E), 18 Threads,12.0
Lenovo 100e Chromebook Gen 4 82W00004HA Laptop (MediaTek Kompanio 520/ 4GB/ 32GB EMMC/ Chrome OS),Lenovo,9999,"4,15",60.69506172839506,Chrome OS,MediaTek Kompanio 520 520,4 GB,LPDDR4X,32 GB eMMC Storage,MediaTek Integrated Arm Mali-G52,11.6 inches,1366 x 768 pixels,Quad Core, 12 Threads,12.0
MSI Titan 18 HX AI A2XWJG-486IN Gaming Laptop (Intel Core Ultra 9-285HX/ 64GB/ 6TB SSD/ Win11 / 24GB Graphics RTX 5090),MSI,605990,"4,2",60.69506172839506,Windows 11 OS,Intel Core Ultra 9 285HX,4 GB,DDR5,6 TB SSD,24GB NVIDIA GeForce RTX 5090,18 inches,3840 x 2400 pixels,24 Cores (8P + 16E), 24 Threads,12.0
Asus Vivobook 16 X1605VA-MB1627WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Asus,54990,"4,75",57.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR4,512 GB SSD,Integrated Intel UHD,16 inches,1920 x 1200 pixels,Octa Core (4P + 4E), 12 Threads,12.0
Apple MacBook Air M4 2025 15 Laptop (Apple M4/ 24GB/ 512GB SSD/ MacOS),Apple,157490,"4,75",52.0,Mac OS,Apple M4,4 GB,Standard,512 GB SSD,10-Core GPU,15.3 inches,2880 x 1864 pixels,10 Cores (4P + 6E), 12 Threads,12.0
Asus Zenbook 14 OLED 2025 UX3405CA-PZ162WS Laptop ( Intel Core Ultra 5 225H/ 16GB/ 1TB SSD/ Win11 Home),Asus,93749,"4,7",72.0,Windows 11 OS,Intel Core Ultra 5 225H,16 GB,LPDDR5X,1 TB SSD,Integrated Intel Iris Xe,14 inches,2880 x 1800 pixels,14 Cores (4P + 8E + 2LP-E), 14 Threads,12.0
HP Victus 15-fb3009AX Gaming Laptop (AMD Ryzen 5 8645HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),HP,66990,"4,35",72.0,Windows 11 OS,8th Gen AMD Ryzen 5 8645HS,16 GB,DDR5,512 GB SSD,6GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Acer Aspire 3 A311-45 UN.354SI.004 Laptop (Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11),Acer,17990,"4,3",60.69506172839506,Windows 11 OS,Intel Celeron N4500,8 GB,DDR4,256 GB SSD,Integrated Intel UHD,15.6 inches,1366 x 768 pixels,Dual Core, 2 Threads,12.0
Apple 2024 MacBook Air 15 Laptop (Apple M3/ 16GB/ 256GB SSD/ MacOS),Apple,104994,"4,35",56.0,Mac OS,Apple M3,16 GB,DDR4,256 GB SSD,8-Core GPU,15.3 inches,2880 x 1864 pixels,Octa Core (4P + 4E), 12 Threads,12.0
Apple MacBook Pro 16 Laptop (Apple M4 Max/ 36 GB/1 TB SSD/macOS Sequoia),Apple,349900,"4,3",65.0,Mac OS,Apple M4 Max,36 GB,Standard,1 TB SSD,40-Core GPU,16.2 inches,3456 x 2234 pixels,14 Cores (10P + 4E), 12 Threads,12.0
Acer 15 Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11),Acer,34490,"4,3",56.0,Windows 11 OS,5th Gen AMD Ryzen 5 5625U,16 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Asus TUF Gaming A15 2024 FA507UV-LP137WS Gaming Laptop (AMD Ryzen 9 8945H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Asus,109990,"4,75",75.0,Windows 11 OS,8th Gen AMD Ryzen 9 8945H,16 GB,DDR5,1 TB SSD,8GB NVIDIA GeForce RTX 4060,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
Acer Nitro V ANV15-41 UN.QPFSI.002 Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11/ 6GB RTX3050 Graph),Acer,67990,"4,7",68.0,Windows 11 OS,7th Gen AMD Ryzen 5 7535HS,16 GB,DDR5,512 GB SSD,6GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Acer Predator Helios 16 â€ŽPH16-72 NH.QNZSI.002 Gaming Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),Acer,202000,"4,6",60.69506172839506,Windows 11 OS,14th Gen Intel Core i9 14900HX,32 GB,DDR5,1 TB SSD,12GB NVIDIA GeForce RTX 4080,16 inches,2560 x 1600 pixels,24 Cores (8P + 16E), 32 Threads,12.0
Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11),Acer,28990,"4,05",54.0,Windows 11 OS,5th Gen AMD Ryzen 3 5300U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
MSI Thin A15 AI B7UCX-068IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),MSI,52990,4,69.0,Windows 11 OS,7th Gen AMD Ryzen 5 7535HS,16 GB,DDR4,512 GB SSD,4GB NVIDIA GeForce RTX 2050,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),Zebronics,40990,"4,05",66.0,Windows 11 OS,12th Gen Intel Core i7 1255U,16 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,12.0
Acer TravelMate P2 TMP214-53 Business Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),Acer,47890,"4,75",62.0,Windows 11 OS,11th Gen Intel Core i7 1165G7,16 GB,DDR4,1 TB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
Apple MacBook Air 2024 Laptop (Apple M3/ 8GB/ 256GB SSD/ MacOS),Apple,85994,"4,25",60.69506172839506,Mac OS,Apple M3,8 GB,Standard,256 GB SSD,8-Core GPU,13.6 inches,2560 x 1664 pixels,Octa Core (4P + 4E), 12 Threads,12.0
Asus Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),Asus,40990,"4,2",55.0,Windows 11 OS,7th Gen AMD Ryzen 5 7520U,16 GB,LPDDR5,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
Ultimus Apex Bold N NU14U9INC54LS Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),Ultimus,16990,4,60.69506172839506,Windows 11 OS,Intel Celeron N4020,8 GB,DDR4,256 GB SSD,Integrated Intel UHD,14.1 inches,1366 x 768 pixels,Dual Core, 2 Threads,12.0
HP 250R G10 Laptop (Intel Core 7 150U/ 16GB/ 512GB SSD/ Win11),HP,77900,4,51.0,Windows 11 OS,Intel Core 7 150U,16 GB,Standard,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,12.0
HP EliteBook 845 Business Laptop (AMD Ryzen 7 Pro 6850U/ 16GB RAM/ 512GB SSD/ Win 11),HP,74990,"4,6",60.69506172839506,Windows 11 OS,6th Gen AMD Ryzen 7 Pro 6850U,16 GB,Standard,512 GB SSD,AMD 680M Graphics,14 inches,1920 x 1080 pixels,Octa Core, 12 Threads,12.0
HP 255 G10 BJ3P9PT-2 Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win 11),HP,41990,"4,35",57.0,Windows 11 OS,7th Gen AMD Ryzen 5 7520U,16 GB,LPDDR5,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
HP EliteBook 840 G10 2024 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11),HP,110900,"4,4",56.0,Windows 11 OS,13th Gen Intel Core i7 1355U,32 GB,DDR5,1 TB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1200 pixels,10 Cores (6P + 4E), 12 Threads,12.0
Lenovo LOQ 15IRX9 83DV018LIN Gaming Laptop (13th Gen Core i7/ 24GB/ 512GB SSD/ Win 11/ 8GB RTX4060),Lenovo,104990,"4,35",71.0,Windows 11 OS,13th Gen Intel Core i7 13650HX,4 GB,DDR5,512 GB SSD,8GB NVIDIA GeForce RTX 4060,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 12 Threads,12.0
Apple MacBook Pro 14 Laptop (Apple M5/ 24GB/ 1TB SSD/ macOS),Apple,202990,"4,25",55.0,Mac OS,Apple M5,4 GB,Standard,1 TB SSD,14-Core GPU,14.2 inches,3024 x 1964 pixels,10-Core GPU, 12 Threads,12.0
Lenovo V14 83A0A0PTIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Lenovo,47990,"4,75",60.69506172839506,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,Standard,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Asus Vivobook Go 15 E1504FA-BQ2414WS Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win 11 Home),Asus,40990,"4,6",52.0,Windows 11 OS,7th Gen AMD Ryzen 5 7520U,16 GB,LPDDR5,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
Lenovo IdeaPad 1 15ALC7 82R400XSIN Laptop (AMD Ryzen 5 5500U / 8GB/ 512GB SSD/ Win 11 Home),Lenovo,36180,"4,15",51.0,Windows 11 OS,5th Gen AMD Ryzen 5 Hexa Core 5500U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
HP OmniBook 5 16-fb0001QU Laptop (Snapdragon X X1-26-100/ 16GB/ 1TB SSD/ Win 11),HP,69990,"4,3",60.69506172839506,Windows 11 OS,Qualcomm Snapdragon X X1-26-100,16 GB,Standard,1 TB SSD,Integrated Qualcomm Adreno,16 inches,1920 x 1200 pixels,12 Cores (8P + 4E), 12 Threads,12.0
HP Omen 16-ap0182AX Gaming Laptop (AMD Ryzen 9 8940HX/ 24GB/ 1TB SSD/ Win 11/ 8GB RTX 5070 Graph),HP,167990,"4,45",60.69506172839506,Windows 11 OS,8th Gen AMD Ryzen 9 8940HX,4 GB,DDR5,1 TB SSD,8GB NVIDIA GeForce RTX 5070,16.1 inches,1920 x 1200 pixels,Octa Core, 32 Threads,12.0
Lenovo LOQ 2024 15IRX9 83DV01A8IN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11/ 6GB RTX4050),Lenovo,87990,"4,2",66.0,Windows 11 OS,13th Gen Intel Core i5 13450HX,16 GB,DDR5,512 GB SSD,6GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 16 Threads,12.0
